N,P,K,temperature,humidity,ph,rainfall,label
-0.7465,-1.4665,-0.0819,-0.8709,1.0235,0.8963,0.0747,pomegranate
-1.0174,-1.4059,-0.1017,-1.4645,0.8824,0.7031,0.1128,pomegranate
-1.2342,-1.2239,-0.2202,-0.6464,0.8224,-1.0614,-0.0026,pomegranate
-0.6381,-0.8904,-0.1412,-0.2545,0.8716,0.1819,0.1273,pomegranate
-1.18,-0.9207,-0.2597,-1.1586,0.7743,0.7558,-0.0166,pomegranate
-1.0445,-1.0117,-0.1807,-1.1367,0.6611,-0.5719,0.1376,pomegranate
-1.2613,-1.042,-0.1017,-1.4903,0.9733,-0.8918,0.0527,pomegranate
-1.2884,-1.3452,-0.0622,-0.3407,0.8148,0.085,0.021,pomegranate
-1.3425,-0.7994,-0.2399,-0.322,0.9821,-1.0139,0.0278,pomegranate
-0.7465,-0.7084,-0.0819,-0.9239,0.6266,-0.4455,-0.0079,pomegranate
-0.7194,-0.9813,-0.1214,-0.947,0.7074,0.6844,0.1088,pomegranate
-1.0174,-0.7084,-0.2202,-0.9385,0.9046,-0.2486,0.062,pomegranate
-0.2859,-1.2846,-0.0819,-0.2287,0.6571,-0.1901,0.144,pomegranate
-0.8007,-1.3452,-0.1609,-0.2182,0.8609,-0.6631,0.0393,pomegranate
-1.2884,-0.7994,-0.0819,-0.207,0.9232,0.1574,0.1365,pomegranate
-0.2859,-0.7387,-0.1214,-0.1944,0.7877,0.8202,0.1316,pomegranate
-0.9903,-0.86,-0.1609,-1.0948,0.8759,-0.0796,0.0045,pomegranate
-0.3401,-1.1936,-0.2202,-0.7528,1.0402,0.2442,-0.0148,pomegranate
-0.4485,-1.3452,-0.2399,-0.5539,0.6676,-0.25,0.127,pomegranate
-0.5026,-1.1936,-0.2202,-0.57,0.7639,0.4598,0.0222,pomegranate
-0.8819,-0.9813,-0.2597,-0.4614,1.054,-0.1304,0.1397,pomegranate
-1.1529,-0.9207,-0.2004,-1.2474,0.7051,0.6926,0.0366,pomegranate
-0.9632,-1.4362,-0.1412,-1.3052,0.7797,0.553,0.0949,pomegranate
-1.3696,-1.4665,-0.2399,-0.2497,0.8718,-0.4091,0.0376,pomegranate
-0.7736,-1.3452,-0.0819,-0.1766,0.7815,-0.9371,0.1589,pomegranate
-0.9903,-1.3755,-0.1017,-0.7291,1.0325,0.7524,0.1502,pomegranate
-0.5297,-1.2846,-0.0622,-0.1534,0.6921,-0.562,0.0761,pomegranate
-0.313,-1.1026,-0.0622,-1.4853,0.8509,0.5881,0.0258,pomegranate
-1.0987,-1.4665,-0.1214,-1.0617,0.8808,0.5396,0.1054,pomegranate
-1.1529,-0.7691,-0.2004,-0.4721,1.031,0.4845,0.0406,pomegranate
-0.5026,-1.2239,-0.1214,-0.4178,0.9656,-0.8832,0.0574,pomegranate
-0.8819,-1.3452,-0.1609,-1.2187,0.788,-1.0886,0.0491,pomegranate
-0.8278,-0.7994,-0.1412,-1.0079,0.945,-0.9944,0.1295,pomegranate
-0.313,-0.86,-0.2399,-1.3262,1.0565,-1.1653,0.0755,pomegranate
-0.8278,-1.4059,-0.0622,-1.3255,0.7979,-0.5061,0.164,pomegranate
-1.0716,-1.3149,-0.0622,-0.5898,0.7626,-0.0924,0.1014,pomegranate
-0.2859,-1.0723,-0.1017,-1.2306,0.6878,-0.9074,0.1174,pomegranate
-1.2884,-0.8297,-0.1807,-0.2436,0.8856,0.789,0.0025,pomegranate
-1.1258,-1.1329,-0.2399,-0.3627,0.9638,-0.7446,0.064,pomegranate
-0.5568,-1.0117,-0.2004,-0.596,0.9741,0.7609,0.1207,pomegranate
-0.2859,-1.3452,-0.1412,-0.2447,0.6254,-0.8876,0.0485,pomegranate
-0.2859,-0.7084,-0.2597,-0.933,0.8804,-0.2582,0.0178,pomegranate
-0.5026,-0.86,-0.2597,-1.4849,0.6391,-0.7451,0.0645,pomegranate
-0.4755,-0.9207,-0.0622,-1.1089,0.6449,0.8363,0.1615,pomegranate
-1.2613,-1.1936,-0.1412,-1.1387,0.8233,-0.0508,-0.0117,pomegranate
-1.0174,-1.1026,-0.0622,-0.8616,0.951,0.8918,0.0512,pomegranate
-0.313,-0.8904,-0.1807,-0.3876,0.9814,-0.0494,0.1155,pomegranate
-1.1529,-0.7691,-0.2202,-0.3422,0.6615,-0.5,0.0882,pomegranate
1.0959,1.2322,-0.0424,0.7411,0.2142,-0.413,-0.1936,banana
1.4752,1.2626,0.0366,0.3392,0.5479,-0.8018,-0.0439,banana
1.5565,1.1716,0.0958,0.3524,0.5158,-0.249,0.0268,banana
0.9604,0.6864,0.1155,0.7308,0.3879,-0.7013,-0.243,banana
0.7979,0.7168,0.0168,0.0865,0.3556,-1.2283,0.1777,banana
1.1501,1.2322,0.0958,0.0494,0.5814,-0.5044,0.2015,banana
1.0688,1.1716,0.1353,0.2752,0.391,-0.4327,-0.1117,banana
1.5565,1.0806,0.0958,0.7771,0.2959,-0.8542,-0.075,banana
1.5565,1.0503,0.1353,0.1328,0.535,-0.747,0.1894,banana
1.4752,0.7168,0.0761,0.7004,0.2102,-0.8437,-0.0629,banana
1.8274,1.0503,0.0761,0.5993,0.5034,-0.8094,-0.0858,banana
1.3668,1.02,0.1155,0.6828,0.2255,-0.1198,-0.06,banana
1.2043,0.6561,0.0366,0.487,0.1699,-1.0932,0.2696,banana
1.5023,0.9593,0.0958,0.3127,0.3292,-0.7165,-0.0681,banana
0.9604,1.2626,0.0168,0.4817,0.2949,-0.0139,0.0898,banana
0.8791,0.7774,0.1353,-0.0926,0.5331,-1.1689,-0.0873,banana
0.9333,1.2626,-0.0227,0.064,0.3082,-0.333,0.2982,banana
1.5836,0.7774,-0.0622,0.4052,0.3686,0.0266,0.0947,banana
1.3397,0.6864,-0.0622,-0.0097,0.2003,-1.1363,-0.0123,banana
1.8003,0.9897,-0.0029,0.6083,0.4969,-0.3157,0.2311,banana
1.719,1.2322,0.0958,0.1421,0.2413,-0.3602,0.277,banana
1.6107,0.7471,0.0366,0.0634,0.3332,-0.7159,-0.0955,banana
1.1772,0.5045,-0.0029,-0.0947,0.6021,-0.3545,-0.2184,banana
0.7979,0.5348,-0.0227,0.3731,0.4185,-0.4047,0.0294,banana
1.719,0.7774,0.0563,0.1173,0.488,-0.202,0.1566,banana
1.0146,0.7471,-0.0622,0.6889,0.3466,-0.1877,-0.2072,banana
1.6649,0.5955,-0.0029,0.7166,0.2623,-0.9848,-0.2329,banana
1.8003,0.6864,-0.0227,-0.0107,0.2651,-0.4527,-0.1886,banana
1.6378,1.02,-0.0029,0.1545,0.4438,-1.1607,-0.0964,banana
1.0417,0.8987,-0.0227,0.4898,0.2837,-1.0833,0.1106,banana
1.1501,1.1413,-0.0227,0.4408,0.5314,-0.4759,0.2516,banana
1.123,0.838,0.0761,0.351,0.4485,-0.0405,-0.1666,banana
1.4752,0.6258,-0.0622,-0.093,0.4448,-0.4796,0.2867,banana
1.3939,0.5348,-0.0029,0.6002,0.3507,-1.0006,-0.0182,banana
1.1772,1.1413,0.0563,0.7002,0.2333,-1.1003,0.1112,banana
1.7732,0.5348,-0.0227,0.3865,0.4754,-0.0435,-0.2206,banana
1.8003,0.7774,0.0168,-0.0409,0.4888,-0.3785,0.1732,banana
1.8545,0.5651,0.1353,0.074,0.5327,-0.3216,0.1568,banana
1.3126,0.5955,0.0958,0.1332,0.4303,-0.7726,0.2768,banana
1.0959,0.929,0.0761,0.6977,0.3247,-0.1018,0.2561,banana
0.7979,1.1109,-0.0227,0.1938,0.3539,-0.3343,0.0715,banana
1.3668,0.5045,-0.0029,-0.0505,0.1595,-0.5903,0.2382,banana
1.5565,1.0806,0.0958,0.6922,0.3908,-0.7247,0.1626,banana
1.3397,0.8077,0.0761,0.3798,0.2594,-0.5424,0.1249,banana
1.5836,1.1413,0.0958,0.8002,0.5404,-0.5937,0.1235,banana
0.852,0.7471,-0.0424,-0.1103,0.6061,-0.9445,0.127,banana
1.5023,0.5045,0.1353,0.0498,0.3164,-0.9421,0.2337,banana
1.0688,0.9897,0.0761,0.0462,0.4706,-0.8739,0.2843,banana
0.8791,1.2626,0.0366,0.1779,0.2838,-1.2407,0.0981,banana
1.8545,1.1109,-0.0029,0.6027,0.3644,-0.6243,0.2693,banana
1.5294,0.5651,-0.0622,0.5004,0.4521,-0.8772,-0.2195,banana
1.7732,0.838,0.1353,0.1594,0.5489,-0.7159,-0.1518,banana
1.3668,0.6561,0.0366,0.1931,0.4459,-0.2933,0.1186,banana
1.1501,0.838,0.0366,0.4152,0.229,-0.5601,-0.0228,banana
1.2043,0.6561,-0.0622,0.6651,0.5157,-0.8266,0.1012,banana
1.5294,0.5348,0.1353,0.7514,0.5609,-0.4929,0.2505,banana
0.8791,1.2322,-0.0227,0.3521,0.4323,-0.0001,0.1578,banana
1.3939,0.5955,0.1155,0.1552,0.5808,-0.9677,0.1375,banana
0.9604,0.7774,-0.0622,0.4338,0.5037,-0.8553,-0.0774,banana
1.8003,0.9897,0.0958,-0.0829,0.5426,-0.9901,0.2256,banana
1.6378,0.7774,0.0958,0.5325,0.1928,-0.3935,0.2954,banana
1.2043,0.6258,0.0366,0.0563,0.4039,-0.6035,0.1208,banana
1.0959,0.6561,0.1353,0.3694,0.208,-0.3323,0.1058,banana
1.1501,0.8987,-0.0424,0.7439,0.5401,-0.9101,0.1053,banana
1.123,0.9593,0.0563,0.7121,0.4313,-0.9418,0.0982,banana
1.4481,0.8077,0.1155,0.2912,0.4427,-0.763,0.1214,banana
1.421,0.5651,0.0563,0.1008,0.4642,-0.4782,0.0185,banana
1.123,0.6561,-0.0622,0.6708,0.2907,-1.0275,-0.2371,banana
1.1501,0.9593,0.0168,0.4645,0.3506,-1.0019,0.2914,banana
1.8816,1.02,0.0761,0.486,0.2055,-0.7289,0.2826,banana
1.5565,0.5651,-0.0424,-0.0896,0.6064,-0.4635,-0.2278,banana
1.4752,1.0503,0.1155,0.0338,0.5854,-0.5803,0.1954,banana
1.2855,0.7774,0.0366,-0.0543,0.5837,-0.0434,-0.2257,banana
1.6378,1.0503,0.1353,0.7569,0.3085,-1.246,-0.1276,banana
1.2585,0.6258,-0.0622,0.1697,0.3161,-1.0233,0.1757,banana
1.2043,0.8684,-0.0029,0.3513,0.5315,-0.9699,-0.1944,banana
1.0417,1.1413,0.1353,-0.1052,0.3944,-0.2506,-0.1662,banana
1.0417,0.9593,0.1353,0.2085,0.2248,-0.2508,-0.2135,banana
1.8274,1.0503,0.0563,-0.033,0.3599,-0.3458,-0.051,banana
1.3668,1.1716,-0.0622,0.5158,0.4116,-0.9194,-0.0994,banana
1.3126,1.1716,-0.0227,0.4961,0.2696,-0.1881,0.0007,banana
0.852,0.7168,-0.0424,0.6579,0.481,-0.7346,-0.1389,banana
1.0688,0.9897,0.1353,0.4634,0.5693,-1.0662,-0.1074,banana
1.2043,1.0503,0.0761,0.4715,0.3333,-0.3024,-0.1598,banana
1.4481,0.5955,-0.0424,0.6961,0.388,-0.2418,-0.2368,banana
1.3939,0.5955,0.0761,0.4535,0.5338,-0.1465,-0.2406,banana
1.3397,0.6258,0.0761,-0.0358,0.4519,-0.8171,-0.1271,banana
1.1772,1.0806,-0.0029,0.5814,0.5856,-1.0546,0.1387,banana
1.3126,0.5045,-0.0424,0.1935,0.5173,-0.959,-0.0537,banana
1.6649,1.02,-0.0029,0.3123,0.2658,-0.3481,-0.0727,banana
1.8003,0.8684,-0.0622,-0.0637,0.3508,-1.105,0.0356,banana
1.2314,0.9897,0.0563,0.8479,0.2473,-0.2741,-0.2086,banana
1.692,0.9593,-0.0622,0.4609,0.2316,-0.5584,0.1024,banana
1.4752,1.2019,-0.0424,-0.1197,0.3271,-0.9163,0.0893,banana
0.9333,1.0806,0.0563,0.7102,0.5939,-0.4023,0.0926,banana
1.5565,1.2322,-0.0227,0.3443,0.5869,-0.106,-0.2302,banana
1.123,0.838,0.0761,0.473,0.2267,-0.7471,0.0044,banana
1.6107,0.5348,0.1155,0.6036,0.4819,-0.9616,-0.1653,banana
0.852,0.6561,0.1353,0.3416,0.3147,-0.2435,-0.2058,banana
1.8003,0.838,0.0958,0.7685,0.3021,-1.2431,-0.0972,banana
-1.3154,-0.4052,-0.4177,0.8141,-1.0752,-0.6654,-0.2433,mango
-0.313,-0.8904,-0.3387,1.5685,-0.7975,-2.213,-0.0871,mango
-0.8007,-0.8297,-0.4177,0.274,-1.0695,-0.995,-0.1385,mango
-0.6923,-0.951,-0.4572,1.5694,-1.1657,-0.6359,-0.1412,mango
-1.3696,-0.9813,-0.3189,2.031,-0.7737,-0.0508,-0.205,mango
-0.8278,-1.042,-0.2597,1.691,-0.9372,-0.4595,-0.0993,mango
-0.8549,-0.9813,-0.2794,0.8691,-0.8217,-1.8031,-0.1044,mango
-0.8819,-1.1026,-0.3387,1.2108,-1.1825,-1.0365,-0.1767,mango
-1.0716,-0.5265,-0.2992,2.0491,-0.865,-0.6344,-0.1473,mango
-0.5568,-0.7691,-0.3584,1.2346,-0.8666,-1.8156,-0.0909,mango
-0.8819,-1.042,-0.4177,0.4225,-0.8597,-2.1933,-0.1702,mango
-0.7465,-0.9207,-0.4177,1.7991,-0.901,-1.6909,-0.1119,mango
-0.3672,-0.7084,-0.2794,0.3798,-0.8018,0.4243,-0.0748,mango
-1.0716,-0.7994,-0.3584,0.4109,-1.0297,-0.0966,-0.2476,mango
-1.0445,-1.042,-0.3387,0.3234,-0.8454,-1.1667,-0.2109,mango
-1.2884,-0.7691,-0.2992,0.9325,-1.0151,-0.9233,-0.1644,mango
-0.3672,-0.4658,-0.3189,1.2328,-1.1659,-1.3598,-0.2167,mango
-0.6652,-0.4962,-0.3584,1.9325,-0.9894,-0.392,-0.1102,mango
-0.9903,-1.0723,-0.3584,0.8279,-0.869,-1.6519,-0.1405,mango
-0.2859,-1.1329,-0.2597,1.6885,-0.778,-1.9576,-0.0934,mango
-1.2613,-1.0117,-0.4572,0.6551,-1.0576,-1.0402,-0.0633,mango
-0.3943,-0.86,-0.2992,0.4677,-0.8155,-1.1902,-0.0701,mango
-0.5568,-1.1026,-0.3387,1.1039,-0.7629,0.4329,-0.1608,mango
-0.611,-0.4962,-0.3979,1.2875,-0.9415,-0.4803,-0.0879,mango
-0.3401,-1.1633,-0.3584,0.6523,-1.0487,-1.8016,-0.1174,mango
-1.0445,-0.4962,-0.3584,1.0828,-1.0814,-2.4853,-0.2398,mango
-0.3401,-1.042,-0.3387,1.8018,-1.006,-0.794,-0.2332,mango
-1.1529,-0.6175,-0.3782,0.8621,-0.9882,-0.035,-0.2119,mango
-0.9632,-0.7994,-0.3979,1.6173,-1.139,-2.5356,-0.23,mango
-0.4485,-1.1329,-0.4572,0.8801,-0.9219,-0.4681,-0.2069,mango
-1.0716,-0.5265,-0.3387,0.4552,-0.8851,0.0077,-0.0583,mango
-0.4755,-0.7387,-0.2794,1.1443,-1.0003,0.4698,-0.1905,mango
-1.0445,-0.6781,-0.4374,2.0092,-0.8779,-1.3883,-0.0591,mango
-1.0445,-0.5871,-0.3979,1.5299,-1.1887,-0.4319,-0.0846,mango
-1.2342,-1.1329,-0.3387,2.0433,-1.0236,-2.4734,-0.0993,mango
-1.3425,-0.7084,-0.3782,0.5367,-0.9024,-0.0456,-0.2146,mango
-0.9361,-0.5568,-0.3387,1.3156,-0.9564,-1.4896,-0.1359,mango
-0.4214,-1.0723,-0.4374,1.26,-0.927,-1.5381,-0.1106,mango
-1.2613,-0.4052,-0.4374,0.3884,-1.0294,0.3238,-0.1387,mango
-1.1258,-0.7387,-0.2794,0.7444,-1.1499,-0.959,-0.0483,mango
-1.3154,-0.4658,-0.2992,1.3374,-0.8199,-2.298,-0.2411,mango
-0.6652,-0.6478,-0.3189,1.0466,-0.9683,0.4403,-0.2425,mango
-0.4485,-0.4658,-0.3387,1.9282,-1.1636,-0.0199,-0.1101,mango
-1.2342,-0.6478,-0.2992,1.3249,-0.8487,-0.81,-0.1838,mango
-0.5297,-0.7387,-0.4374,0.515,-1.0817,-1.868,-0.1037,mango
-0.4485,-0.5871,-0.2597,0.3275,-1.0923,-0.0604,-0.1493,mango
-0.3943,-1.042,-0.3189,0.2945,-0.9332,-1.9729,-0.2019,mango
-1.18,-1.1026,-0.4374,1.8323,-1.021,-0.071,-0.2154,mango
-0.3401,-1.1633,-0.4177,1.6059,-1.0323,0.3985,-0.2038,mango
-1.2342,-1.042,-0.4572,0.3427,-0.7656,-0.0364,-0.1308,mango
-0.3672,-0.5265,-0.4374,1.4374,-0.8477,-2.3508,-0.1633,mango
-0.8007,-0.6781,-0.3189,1.9298,-0.901,-1.5702,-0.2396,mango
-0.3672,-0.5265,-0.4177,0.3826,-1.0591,-0.7222,-0.2377,mango
-0.7465,-0.9207,-0.3584,1.4232,-1.0794,-2.2154,-0.2288,mango
-0.3943,-0.8297,-0.4374,0.9001,-0.9164,0.4461,-0.1498,mango
-0.7194,-0.6175,-0.2597,0.7205,-0.7484,-1.456,-0.0492,mango
-0.6652,-1.0723,-0.3584,1.273,-0.9164,-0.1722,-0.125,mango
-0.7736,-1.1026,-0.4374,0.6088,-1.0676,-2.2165,-0.0695,mango
-1.0716,-0.5871,-0.3189,0.6966,-0.9916,0.4681,-0.1076,mango
-0.5839,-0.5568,-0.3979,0.5394,-0.8061,0.6435,-0.2377,mango
-0.7736,-0.7691,-0.4374,0.4062,-1.171,-1.9668,-0.1932,mango
-0.7465,-0.8904,-0.3189,0.4949,-1.1372,-1.0841,-0.1849,mango
-1.3425,-0.5568,-0.2794,1.0227,-1.1136,-0.2534,-0.2048,mango
-1.3154,-0.8904,-0.2794,0.6475,-0.7491,0.0043,-0.1583,mango
-0.313,-0.4962,-0.4572,1.5237,-1.1623,0.6252,-0.0942,mango
-0.9632,-0.5265,-0.4177,0.4292,-0.7868,-1.0672,-0.2266,mango
-1.2884,-1.0723,-0.3387,1.1925,-1.0457,-0.0997,-0.2251,mango
-1.1529,-0.4658,-0.3189,0.8168,-1.1117,-1.9226,-0.2194,mango
-0.4755,-0.6781,-0.2794,1.1286,-0.9551,-1.3547,-0.249,mango
-0.9903,-0.7387,-0.3189,1.9792,-1.0113,0.6114,-0.1082,mango
-0.8819,-1.0117,-0.4374,1.1948,-0.8759,-1.3359,-0.2454,mango
-1.1258,-0.9813,-0.3189,1.3142,-0.8051,-0.7746,-0.1369,mango
-0.8278,-0.7084,-0.4177,0.4333,-0.8935,-2.2234,-0.1377,mango
-1.1258,-0.4658,-0.4572,1.7717,-0.9498,-1.2556,-0.0575,mango
-0.6652,-0.8904,-0.2794,1.1171,-0.8645,0.4418,-0.2497,mango
-0.5297,-0.5265,-0.3782,1.6435,-0.8428,-0.0116,-0.1092,mango
-0.9903,-1.0723,-0.2597,1.0815,-1.0989,-2.1691,-0.2183,mango
-0.2859,-1.1329,-0.2597,1.2399,-1.0089,0.019,-0.2524,mango
-0.611,-0.7994,-0.2794,1.3508,-0.9338,0.0739,-0.1531,mango
-1.3696,-1.1026,-0.3584,1.9473,-1.0562,-0.246,-0.1032,mango
-1.3425,-0.7387,-0.3782,0.3384,-0.9964,-0.5395,-0.1808,mango
-1.3154,-0.5265,-0.3387,1.0441,-0.9669,-0.9535,-0.2127,mango
-1.0445,-0.7994,-0.4374,0.6869,-1.1643,-1.4816,-0.1316,mango
-1.18,-0.7691,-0.2597,0.87,-1.1096,-2.3268,-0.1242,mango
-1.3696,-0.5265,-0.4374,1.6818,-0.9086,-1.7683,-0.1288,mango
-0.6652,-0.5568,-0.3387,1.5466,-0.8276,-1.4603,-0.0985,mango
-0.6381,-0.9813,-0.3584,1.9309,-0.8533,-1.8202,-0.2227,mango
-0.7736,-0.4658,-0.3387,1.1688,-0.8276,-0.838,-0.0891,mango
-0.7736,-1.0723,-0.3387,1.0169,-1.0577,-0.6636,-0.238,mango
-0.611,-0.9207,-0.3979,0.8695,-0.9607,-1.0254,-0.1342,mango
-1.18,-0.6781,-0.4177,1.1284,-1.0732,0.0706,-0.16,mango
-0.5839,-0.5871,-0.4374,1.6323,-0.7677,-0.2527,-0.2579,mango
-1.1529,-0.4962,-0.2992,0.4863,-0.7421,-0.4411,-0.1094,mango
-0.313,-1.1329,-0.4177,1.9599,-0.8327,-1.9832,-0.2169,mango
-0.2859,-0.8904,-0.4572,0.6103,-0.9453,-1.324,-0.1378,mango
-0.8549,-0.4658,-0.4374,1.1591,-1.0199,-2.5121,-0.1873,mango
-0.8007,-0.9813,-0.3584,0.4112,-0.9015,-1.3771,-0.049,mango
-0.7736,-1.0723,-0.2992,0.9474,-0.8536,0.1966,-0.1736,mango
-0.5297,-1.0117,-0.3584,1.296,-0.7848,-0.3386,-0.2107,mango
-0.8819,-0.8297,-0.3387,1.3817,-1.0662,-1.3583,-0.225,mango
-0.7194,2.3239,2.9001,0.8653,0.4519,-0.4616,-0.6613,grapes
-1.0174,2.7484,3.0778,1.0097,0.4917,-0.4875,-0.6385,grapes
-0.7736,2.1116,3.0976,1.349,0.5572,-0.7407,-0.632,grapes
-0.3943,2.1722,2.9199,2.3406,0.4123,-0.4061,-0.6666,grapes
-0.7194,2.3542,2.9199,-0.7078,0.5509,-0.9525,-0.6938,grapes
-1.3154,2.1116,2.9594,2.7718,0.482,-0.2797,-0.6018,grapes
-0.4214,2.6271,2.9396,-1.7463,0.5063,-0.4695,-0.6679,grapes
-1.0716,2.0813,2.9001,-2.6615,0.543,-1.0627,-0.6157,grapes
-1.2071,2.1116,3.0581,-2.5401,0.4557,-0.4383,-0.6677,grapes
-0.909,2.4452,3.0778,2.6517,0.391,0.0389,-0.5383,grapes
-0.6923,2.3239,2.9396,2.7834,0.5034,-1.1821,-0.5196,grapes
-0.6381,2.7787,3.0976,-3.1897,0.4857,-0.8649,-0.6813,grapes
-1.1258,2.0813,3.0186,0.7844,0.424,-1.1621,-0.6443,grapes
-0.9361,2.5968,3.0581,-1.5384,0.4259,-0.2505,-0.6846,grapes
-0.5026,2.6574,3.0778,-3.3166,0.5129,-1.2056,-0.6593,grapes
-0.7736,2.5664,2.9001,0.4382,0.5406,-0.3377,-0.5539,grapes
-0.5297,2.7484,3.0383,-2.8829,0.4077,-0.774,-0.6411,grapes
-1.2884,2.5058,3.0976,-1.5861,0.4208,-0.1741,-0.5834,grapes
-0.611,2.0813,2.9396,-1.1304,0.5055,-0.7921,-0.6152,grapes
-1.2613,2.5058,3.0778,0.8535,0.4625,-0.7374,-0.6905,grapes
-0.313,2.7787,3.0186,2.1955,0.4092,-0.8968,-0.5682,grapes
-0.3401,2.3845,2.9396,-1.0262,0.452,-0.6958,-0.6649,grapes
-0.3943,2.4148,2.9594,-0.0191,0.5617,-0.3113,-0.6241,grapes
-0.6923,2.051,3.0186,0.9661,0.5048,-1.1311,-0.6075,grapes
-0.9632,2.1722,2.9791,-1.4201,0.4077,-1.1635,-0.6134,grapes
-0.7194,2.6271,3.0976,-2.6724,0.5442,-0.6946,-0.6333,grapes
-1.0174,2.3845,3.0581,-0.398,0.4943,-0.0598,-0.5501,grapes
-1.2342,2.2026,2.9396,-2.5316,0.437,-0.0672,-0.6617,grapes
-0.5568,2.0206,2.9988,2.4582,0.4837,-0.3032,-0.6873,grapes
-0.7465,2.6877,2.9396,2.6566,0.4743,-0.606,-0.6216,grapes
-0.6652,2.4755,3.0581,1.6133,0.4349,-1.0137,-0.5265,grapes
-1.18,2.2026,3.0581,-1.7489,0.4727,-1.0434,-0.5492,grapes
-0.5026,2.5968,2.9594,2.03,0.5026,-0.1438,-0.672,grapes
-1.1258,2.6574,3.0383,-0.9094,0.4357,-0.4523,-0.6748,grapes
-0.8278,2.6877,2.9199,-2.9071,0.3834,-0.3384,-0.6328,grapes
-0.5026,2.2935,3.0186,-1.8279,0.5177,0.0233,-0.5807,grapes
-1.2884,2.4452,2.9791,-1.0533,0.4421,-0.843,-0.5896,grapes
-0.3401,2.5664,3.0778,-0.0998,0.5289,-0.1861,-0.5542,grapes
-0.9903,2.3542,2.9594,1.5502,0.5564,-1.1718,-0.6468,grapes
-0.8278,2.0813,3.0778,-2.7295,0.4215,0.0231,-0.6988,grapes
-0.2859,2.2026,3.0186,-2.8154,0.3841,-0.4556,-0.5875,grapes
-0.3943,2.2632,3.0778,-0.0752,0.4136,-0.9999,-0.6629,grapes
-1.0716,2.3845,2.9396,-1.9013,0.4384,-0.9501,-0.5289,grapes
-1.3696,2.5361,2.9001,-0.6282,0.3911,-0.1809,-0.6928,grapes
-0.8549,2.1116,2.9988,1.8063,0.4292,-0.3909,-0.6872,grapes
-0.5297,2.5058,2.9396,1.0853,0.5327,-1.0542,-0.583,grapes
-1.2613,2.4452,2.9988,0.5851,0.4257,-0.8132,-0.5482,grapes
-0.313,2.5968,3.0186,3.0756,0.4284,-1.2013,-0.6329,grapes
-1.1529,2.2329,2.9199,0.2788,0.5251,-0.8222,-0.5916,grapes
-0.313,2.5664,3.0581,-0.8736,0.4874,-0.0905,-0.5248,grapes
-0.5026,2.0206,3.0778,-3.0096,0.5375,-0.4272,-0.6565,grapes
-1.0445,2.6877,3.0581,1.125,0.4979,-0.6418,-0.6998,grapes
-1.1529,2.4148,2.9001,-1.0172,0.4265,-0.0173,-0.5854,grapes
-1.1529,2.5968,2.9791,0.7414,0.4519,-0.172,-0.6794,grapes
-0.8007,2.4452,3.0383,-2.9418,0.3836,-0.0569,-0.6946,grapes
-0.2859,2.6271,2.9001,-2.1012,0.4051,-0.2263,-0.5793,grapes
-0.313,2.2329,3.0383,-2.0329,0.4578,0.0107,-0.5799,grapes
-0.8549,2.0206,2.9001,-1.3584,0.4331,-0.6952,-0.5443,grapes
-0.8007,2.5968,3.0186,-1.2349,0.5337,-0.6318,-0.6609,grapes
-0.909,2.5058,2.9001,3.0797,0.455,-0.103,-0.6836,grapes
-0.4755,2.5968,3.0581,1.5261,0.4955,-1.0031,-0.5966,grapes
-0.7736,2.4148,3.0186,-0.3548,0.3882,-0.6029,-0.6586,grapes
-0.5026,2.3239,2.9199,2.9716,0.4388,-0.1247,-0.5357,grapes
-0.3672,2.4755,3.0976,-2.7236,0.3954,-1.2388,-0.5344,grapes
-0.9632,2.6271,2.9001,-2.4357,0.5418,-0.9952,-0.6855,grapes
-0.313,2.3845,2.9199,2.0177,0.5321,-0.8929,-0.5421,grapes
-0.2859,2.051,2.9791,0.1117,0.4294,-0.1989,-0.6808,grapes
-0.2859,2.3845,3.0383,-0.2056,0.4145,-0.6432,-0.6144,grapes
-0.5839,2.6877,3.0581,0.8012,0.5496,-0.7474,-0.673,grapes
-0.5026,2.051,2.9791,2.7169,0.439,-0.439,-0.5348,grapes
-1.2071,2.6271,3.0976,-1.5705,0.5143,-0.2021,-0.6114,grapes
-1.1529,2.0206,2.9199,-0.3061,0.5024,-0.5374,-0.6123,grapes
-0.4485,2.4148,3.0383,-2.0349,0.3871,-0.859,-0.5213,grapes
-0.4214,2.4755,2.9791,-0.7588,0.4074,-0.0889,-0.62,grapes
-0.9361,2.7787,2.9791,0.2568,0.4172,-0.6662,-0.6216,grapes
-1.1529,2.5058,3.0186,3.1683,0.4825,-1.1117,-0.5327,grapes
-0.6923,2.2935,2.9001,-1.507,0.4356,-0.8946,-0.5659,grapes
-0.9361,2.3239,3.0186,0.6922,0.5081,-1.0172,-0.63,grapes
-0.313,2.2935,3.0581,1.7329,0.5257,-0.7825,-0.5903,grapes
-0.3401,2.4755,3.0581,3.11,0.5084,-0.0324,-0.6105,grapes
-0.4755,2.0206,3.0976,1.8776,0.4846,-1.1872,-0.6142,grapes
-0.4214,2.1722,3.0778,-1.1787,0.3895,-0.4675,-0.5418,grapes
-1.3425,2.3845,2.9988,-1.8445,0.5149,-1.0969,-0.6714,grapes
-0.313,2.6271,3.0581,-0.8883,0.4112,-0.1546,-0.6222,grapes
